show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s8258,Movie,Stuart Little 2,United States,2002,PG,"Comedy, Kids, Science Fiction","The brave and pint-sized hero Stuart Little (Michael J. Fox) returns in Stuart Little 2, delightingaudiences with his big heart and even more action-packed adventure. This time, Stuart must journey through the city with reluctant Snowbell (Nathan Lane) to rescue a new friend, Margalo (Melanie Griffith), from a villainous Falcon (James Woods).",United States,,,,,1,Comedy,Kids,Science Fiction,,Movie2002
s8267,Movie,She's Out of My League,United States,2010,R,"Comedy, Romance","In this outrageous comedy, Kirk (Jay Baruchel, Knocked Up, Tropic Thunder), an average guy, can't believe his luck when the successful and gorgeous babe Molly (Alice Eve, Sex and the City 2) falls for him. His smart-ass friends, his crazy family, and even his obnoxious ex-girlfriend are just as shocked as he is. Now, see what the critics are calling a ""rowdy blast""* as Kirk goes to great lengths - including some hardcore man-scaping - to make the relationship work and prove that she's not out of his league. *Peter Travers, ROLLING STONE",United States,,,,,1,Comedy,Romance,,,Movie2010
s8315,Movie,Frailty,"United States, Germany, Italy",2002,R,"Drama, Suspense","A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",United States,Germany,Italy,,,3,Drama,Suspense,,,Movie2002
s8318,Movie,Experimenter,United States,2016,PG-13,Drama,"Stanley Milgram (Peter Sarsgaard) conducts an experiment in which people think they're delivering electric shocks to strangers. Ignoring pleas for mercy, most subjects don't stop because they've been told to go on. With Winona Ryder and Jim Gaffigan.",United States,,,,,1,Drama,,,,Movie2016
s8333,Movie,Cinderella,"United States, United Kingdom",2021,PG,"Comedy, Fantasy, Kids","From Kay Cannon (Pitch Perfect), Cinderella is a modern movie musical with a bold take on the classic fairytale. Our ambitious heroine (Camila Cabello) has big dreams and with the help of her Fab Godmother, she perseveres to make them come true. Cinderella has an all-star cast including Idina Menzel, Minnie Driver, James Corden, Nicholas Galitzine, Billy Porter and Pierce Brosnan.",United States,United Kingdom,,,,2,Comedy,Fantasy,Kids,,Movie2021
s8343,Movie,Ape vs. Monster,United States,2021,16+,Science Fiction,"An ape, lost in space, crash-lands back to Earth. The vessel oozes a sludge that triggers massive growth in both the ape, as well as a passing Gila monster. Their paths cross again, leading to a giant brawl.",United States,,,,,1,Science Fiction,,,,Movie2021
s8367,Movie,Aashiqui 2,India,2013,ALL,"International, Romance",Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.,India,,,,,1,International,Romance,,,Movie2013
s8399,Movie,Brutus vs Cesar,France,2020,PG-13,Comedy,"Faced with the tyranny of Caesar who acts as absolute master over Rome, Senators Rufus and Cassius form a plot to assassinate him.",France,,,,,1,Comedy,,,,Movie2020
s8452,Movie,A War,"Denmark, France",2016,R,"Drama, International","Company commander Claus Pedersen and his men are stationed in Afghanistan. During a mission, the soldiers are caught in heavy crossfire and in order to save his men, Claus makes a decision that has grave consequences for him and his family back home.",Denmark,France,,,,2,Drama,International,,,Movie2016
s8454,TV Show,Voltaire High,France,2021,18+,Drama,"It’s the first day of the 1963 school year at Voltaire High! And for the first time, girls and boys will mingle. This first year of coeducation is full of surprises, both for teachers and students.",France,,,,,1,Drama,,,,TV Show2021
s8505,Movie,Yakuza Apocalypse,"Japan, France",2015,18+,"Action, Horror","In 'Yakuza Apocalypse', fearsome Yakuza boss Kamiura is also a bloodsucking vampire.",Japan,France,,,,2,Action,Horror,,,Movie2015
s8548,Movie,Giant Little Ones,Canada,2019,R,"Drama, Young Adult Audience","Franky Winter (Josh Wiggins) and Ballas Kohl (Darren Mann) have been best friends since childhood. They are high school royalty: handsome, stars of the swim team and popular with girls. They live a perfect teenage life - until the night of Franky's epic 17th birthday party, when Franky and Ballas are involved in an unexpected incident that changes their lives forever.",Canada,,,,,1,Drama,Young Adult Audience,,,Movie2019
s8569,Movie,The Report,United States,2019,R,Military and War,"In a thriller based on actual events, an idealistic Senate staffer leads an investigation into the CIA’s post-9/11 Detention and Interrogation Program, uncovering the lengths to which the agency went to hide a brutal secret from the American public.",United States,,,,,1,Military and War,,,,Movie2019
s8570,Movie,The Priest (Tamil),India,2021,13+,Suspense,"Father Carmen, a priest, joins hands with the police to investigate a series of mysterious suicides. However, he soon stumbles upon a disturbing fact that has serious consequences.",India,,,,,1,Suspense,,,,Movie2021
s8691,Movie,Irish Jam,"United Kingdom, United States",2006,PG-13,Comedy,"Upon discovering that their town is up for sale, crafty Irish villagers scheme to raise the money to prevent the buy-out. They hold a poetry contest with a tempting grand prize – the deed to their local pub. But what could happen when a duplicitous American rapper emerges as the best poet around?",United Kingdom,United States,,,,2,Comedy,,,,Movie2006
s8702,TV Show,"Do, Re & Mi",United States,2021,NR,"Animation, Anime, Kids","In this two-episode themed Halloween special, the Beebopsburgh birdies enjoy the spooky fun on the Day of the Pumpkin. Will Do be able to conquer his fear of scary pumpkins to enjoy the Harvest Festival with Re and Mi? And how will Mi find a way out of the scarecrow maze? With music as the answer, of course!",United States,,,,,1,Animation,Anime,Kids,,TV Show2021
s8747,TV Show,Dinner Club,Italy,2021,TV-G,"Adventure, Comedy, Unscripted","The rules of Dinner Club: you have to love food, good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way back? He will have to teach each of them how to cook a perfect dinner. Here good food will tell six stories: those of their travel, and life.",Italy,,,,,1,Adventure,Comedy,Unscripted,,TV Show2021
s8781,Movie,Attack the Block,United Kingdom,2011,R,"Action, Adventure, Science Fiction","Attack the Block' is a fast, funny, frightening action adventure movie that pits a teen gang against an invasion of savage alien monsters. It turns a London housing project into a sci-fi playground. A tower block into a fortress under siege. And teenage street kids into heroes. It's inner city versus outer space.",United Kingdom,,,,,1,Action,Adventure,Science Fiction,,Movie2011
s8826,Movie,Sunny (4K UHD),India,2021,PG-13,"Drama, Suspense","The life of a failed musician, sunny takes a dramatic turn as he smuggles himself back from Dubai to Kerala in midst of a global pandemic and shuts himself from the society.",India,,,,,1,Drama,Suspense,,,Movie2021
s8827,Movie,Sunny,India,2021,PG-13,"Drama, Suspense","The life of a failed musician, sunny takes a dramatic turn as he smuggles himself back from Dubai to Kerala in midst of a global pandemic and shuts himself from the society.",India,,,,,1,Drama,Suspense,,,Movie2021
s8849,Movie,Copperman,Italy,2019,7+,"Action, Drama, Fantasy","Anselmo (Luca Argentero) is a world traveler who has the innocence of a child and the heart of a lion. Abandoned by his father who believed he is a superhero, Anselmo lives with his mother, who has succeeded in convincing him that he is a special kind of human. He resembles Forrest Gump, a grown up with a pure heart, a disarming candor, a childish soul totally free from suspicions.",Italy,,,,,1,Action,Drama,Fantasy,,Movie2019
s8851,Movie,"An American Girl Story: Summer Camp, Friends For Life",United States,2017,ALL,Kids,"Aspiring filmmaker, Z and Paz, a budding engineer, arrive at S.T.E.A.M. camp excited for tech heaven. When the administrator makes them explore nature and confiscates all tech, they think their summer’s doomed. Things take a mysterious turn when they meet Jordan, an enchanting “counselor” who sends them on an adventure, opening them up to a world of possibilities – like befriending Drew.",United States,,,,,1,Kids,,,,Movie2017
s8907,Movie,Beautiful Joe,"United States, United Kingdom",2000,13+,"Comedy, Drama","Joe is a guy who runs a flower shop and has never had much luck. Things seem to go wrong for Joe when he is diagnosed with a brain tumor, but some luck appears on the horizon when he wins a jackpot. Hush, a stripper who is deeply indebted to a gang of thugs, steals Joe's money to repay it.",United States,United Kingdom,,,,2,Comedy,Drama,,,Movie2000
s8983,Movie,Zana,"Kosovo, Albania, United States, Georgia",2020,18+,Drama,"Haunted by her long suppressed past and pressured by family to seek treatment from mystical healers for her infertility, a Kosovar woman struggles to reconcile the expectations of motherhood with a legacy of wartime brutality.",Kosovo,Albania,United States,Georgia,,4,Drama,,,,Movie2020
s9042,Movie,Windcroft,United States,2007,18+,"Drama, Horror, Suspense","On a remote farm in the sweeping hills of Pennsylvania, three lives are torn apart by love, abandonment, deception and murder. After the death of his father, John and his new wife, Diane, arrive to claim the estate - but, John's father bequeathed to him more than just the family farm, and he is forced to face a heritage of madness and violence.",United States,,,,,1,Drama,Horror,Suspense,,Movie2007
s9070,Movie,The Grudge 2,"United States, Japan",2006,PG-13,Horror,"Acclaimed producers Sam Raimi, Rob Tapert and Taka Ichise have re-teamed with director Takashi Shimizu and screenwriter Stephen Susco to present this heart-stopping sequel to the smash-hit thriller, The Grudge.",United States,Japan,,,,2,Horror,,,,Movie2006
s9116,Movie,Resident Evil: Retribution (4K UHD),"Germany, Canada, United States, France, United Kingdom",2012,R,"Action, Horror, Science Fiction","A sequel to ""Resident Evil: Afterlife 3D"".",Germany,Canada,United States,France,United Kingdom,5,Action,Horror,Science Fiction,,Movie2012
s9117,Movie,Resident Evil: Retribution,"Germany, Canada, United States, France, United Kingdom",2012,R,"Action, Science Fiction","A sequel to ""Resident Evil: Afterlife 3D"".",Germany,Canada,United States,France,United Kingdom,5,Action,Science Fiction,,,Movie2012
s9133,Movie,Once Upon A Time In Mexico,"United States, Mexico",2003,R,"Action, Adventure, Drama","Returning from exile to avenge his slain family, the gun-slinging, guitar-toting ""Desperado"" dispenses justice the hard way.",United States,Mexico,,,,2,Action,Adventure,Drama,,Movie2003
